input	result
Question about library in Limewire? Answer: 	Computers and Internet
Who said Stalin reveals himself of the same stamp as Hitler.? Answer: Tom Stoppard in Travesties?	Education and Reference
I need advice on how to organize a father/son basketball tournament.? Answer: 1on1 games.	Sports
do you think im wild ???????? lmao? Answer: No. Just antisocial.	Family and Relationships
how long is a governers term? Answer: 3 years	Politics and Government
Whydo I have dreams that I can fly? they are such nice dreams? Answer: I fly in my dreams all of the time.  It started when I was very young (5) I am now 42.  I learned a lot about out of body experiences and astral travel.  The Sylvia Brown book is good and also Doreen Virtue lightworkers book.  It is good to learn about these things so you aren't afraid.  I can control my dreams now (lucid dreaming) and it is great.  Try keeping a notebook and pen by your bed and jot them down.  Do you hear sounds or feel spinning before you take off?  These are signs of astral travel.  There is much to learn about dreamtime out there.  Explore and have fun!	Health
Should questions in public exam base on internet materials? Answer: i think it is unfair. Youre right they should	Education and Reference
What is the best online basketball game? Answer: slime basketball at slimeathlete.com	Sports
deputy drives up into private drive way and say this is what ive been looking for . This was Sunday night and? Answer: you should fight that because that was some bull$h!t and i don't know if i would have took that ticket without saying anything	Business and Finance
What is your favorite band/musician of all time? Answer: bruce springsteen and the e street band	Entertainment and Music
What is Red Mercury(scientific name:H925 B207)? is it used by magician to get lot of money through Gennies? Answer: Mercury sulfide (HgS2) is red.  It is a mineral called cinnebar.  It would be irresponsible to use it if people would come in contact with it.  It would cause mercury poisoning.	Business and Finance
which team won the highest world cup match? Answer: germany 8-0 against suadi arabia	Sports
Should cold drinks be banned in India? (Enough matter for Debate - Against)? Answer: i am very much in favour that cold drinks should really be banned in india. we have got so many proofs and incidents which shows how harmful these are. these are like slow poison which kills .ultimately it depends on the people whatever they would like to do	Education and Reference
Where can i find inexpensive golf clubs on the internet.? Answer: Please make sure you have an idea on what type of club you want so you don't waste your money.  New golfer hold off until you have hit several types of clubs.  Go to a demo day.  Once you know what you want the look around.  Here is a place you can check the price http://valueguide.pga.com/index.php	Sports
Case name: Yellow Freight is on the move.? Answer: what the hell did you ask?	Education and Reference
What is 5th position fingering? Answer: 5th position is when you move scales into a starting position   with your first finger on the 5th fret . The fret board is designed so that certain keys are played easiest in certain positions . A Little hard to explain and probably harder to understand in a few sentences . Good Luck	Entertainment and Music
Has anyone ever located McKennas Gold? Answer: It's just the movie referring to the legend of Eldorado	Entertainment and Music
how can you go onto myspace without using myspace? Answer: You can't...it's like saying how can I eat without eating or how can I sleep without sleeping.	Computers and Internet
Is John Gregory still working in football? If so- where? Answer: QPR manager	Sports
Can picking your nose over a period of time damage your brain? Answer: No but your nostrils become enlarged.  You look like you're flaring all the time!@!	Science and Mathematics
Which r the best schools CBSE&ICSE schools in Hyderabad?Web addresses ? Answer: Yahoo! Answers - where is Nazar school in Hyderabad?   well there are two nasr schools in hyderabad...one is a icse school and one is a ... which are the best rated CBSE school & its addresses in bangalore ? ...in.answers.yahoo.com/question/index?qid=20061007061325AAoXNMl  Wikipedia: Delhi   Private schools in Delhi typically use English or Hindi as the medium of ... Delhi • Dhanbad • Faridabad • Hyderabad • Indore • Jabalpur • Jaipur ...en.wikipedia.org/wiki/Delhi  Yahoo! Answers - What are the three major distinctions between storage and memory?   A program must be in memory to run since instructions reference memory addresses. ... which are the best schools in hyderabad?whatis the admission procedusre? ...answers.yahoo.com/question/index?qid=20060919080715AAb2XDG  Education & Reference - Yahoo! Answers   A site which gives list of schools at hyderabad with CBSE/ICSE syllabus. ... Is there any evening B.Ed colleges in mumbai/Can i get the addresses of it? ...answers.yahoo.com/dir/index?link=list&sid=396545015&cp=2&tp=389  Delhi: Weather and Much More from Answers.com   Private schools in Delhi typically use English or Hindi as the medium of ... Delhi • Dhanbad • Faridabad • Hyderabad • Indore • Jabalpur • Jaipur ...www.answers.com/topic/delhi	Education and Reference
what time is it were you are 11:18 here in scotland? Answer: 5:35 AM in Tennessee...)(	Education and Reference
Does anyone know a good website for photoshop tutorials? Answer: http://www.webdesign.org/web/photoshop/tutorials/	Computers and Internet
anyone know this song? Answer: Andres Calamaro-I will survive	Entertainment and Music
What would happen if I over take Claritin? Answer: there is a reason that the box says to only take 1 per 24 hours.  the drug builds up in your system and you can't clean it out that quickly.  you will make yourself sick if you keep overdosing on the stuff.  i suggest you go to the doctor and listen to what he says    follow the instructions on medicine because there have been tests done to know what is a safe dose.	Health
Where can I find pictures of the Manda Indians on the web? Answer: 	Education and Reference
How long does it take to film a season of a show like Gilmore girls? Answer: I Think they do it in like one-two weeks.  I LOVE GILMORE GIRLS!	Entertainment and Music
Have you ever gotten your wish from pulling the wishbone of a turkey? Answer: I'm still waiting!	Entertainment and Music
who will give more up-date about the performance of germany? Answer: they are playing like a real contender..germany match is a must watch for me..as they are one of the best team and individual performance..the one i like the most is bastian schweinsteiger..he created many quality chances and good moves..great ball feeder..and is a versatile player..can play on either side in the midfield..	Sports
us bank accunt for non us? Answer: there are some banks that do not require Social Security Numbers.  I believe there are a few in Guam and Hawaii.  Look up banks in those states and ask them.  Most of them do require a SS# and that alone is a problem for many.	Business and Finance
Who do u think the top 5 best teams ever are? Answer: The 1972 Oakland A's.....Mustache Gang!!!	Sports
does any one know how to make a playlist? Answer: Go to the library...then on the right it says Now Playing List....so click that and a list will show...click New Playlist...then drag all the songs you want onto it. Then double click any song to hear it...when it starts to play...click now playing on the top left...it'll ask if you wanna save it...say yes and name it. Then go to burn and hit the edit burn list...then cilck the playlist you want and it all should show up...and then just hit burn and that's about it. I hope that works...good luck...	Entertainment and Music
what is the ionic compund that is produced from 4Cu+O2? Answer: 2Cu2O which is also Copper(I) oxide	Science and Mathematics
when you fall and he picks you up and wipes your face from tears without laughing? Answer: A big sweetie!Don't let him get away	Family and Relationships
best free file sharing programme? Answer: Limewire	Computers and Internet
would u follow ur heart or ur brain? Answer: Wealth isn't everything. and material things cannot always bring happiness and if it does it will be short lived. so I would follow my heart because it is not what you have it is who you have it with.	Family and Relationships
How do you find out all the web sites visited on a computer.? Answer: istory  cookies	Computers and Internet
What is generative phonology? Answer: try this  http://en.wikipedia.org/wiki/Phonology	Education and Reference
Who would like to see bow wow in person and thinks he can rap?? Answer: Yah he can rap and no cuz he would probably be mean in person!!!	Entertainment and Music
what is a politically soft state? Answer: What do you mean by politically soft..clarify please.	Politics and Government
where can i buy splash 2 on dvd? Answer: Try Ebay or Half.com or Amazon.com	Entertainment and Music
where is iranian embassy in sydney? Answer: All embassies are located in Canberra. This includes the iranian embassy  25 Culgoa Circuit O'Malley ACT 2606 Canberra  6290 2427	Business and Finance
I am trying to pull up my friends profile homepage and cant? Answer: http://members.yahoo.com/  http://www.geocities.com/yahooid	Computers and Internet
Who is the best wide reciever in the NFL?? Answer: Chad!	Sports
How do I delete program ? Answer: 	Computers and Internet
Where can I find open softball tryouts for my fifteen soon to be sixteen year old daughter in the driver area? Answer: Define driver area	Sports
Did Adam and Eve look like Cavemen or were they beautiful? Answer: Probably perfect and beautiful until the serpent tempted them to eat the apple then they aged and died eventually	Society and Culture
What shape do you expect for the following molecules? Answer: according to VSEPR Theory O3 has a bent shape XeO4 has a square pyrimidal structure  H2Se i guess must be bent shape or linear........	Science and Mathematics
WHAT ARE INDICES OF A CRYSTAL? Answer: I don't know?	Science and Mathematics
How would you define a  better trophy wife? Answer: http://www.en.wikipedia.org/wiki/trophy_wife	Society and Culture
Why do neocons and leftists here but espically the neo cons hate people who have opposing views? Answer: My guess is that the thumbs down is a cowardly way of disagreeing with you.  Some people take it a step further and report everyone they disagree with.	Politics and Government
how can i start a speach about:  anti-hunting? Answer: Killing as a sport?  Is this really what we want our citizens to do? More accidental shootings are hunting related than any other cause.  Last year X people were killed in (your state) by hunting accidents. Do the benefits of hunting really outweight the costs?  Lets investigate.	Education and Reference
How often do you take a bath? And where are you from? Answer: I'm from Canada and I shower every morning!	Society and Culture
Who Was christopher colombus? Answer: The man who discovered America.....ya remember the saying in 1492 Columbus sailed the ocean blue	Education and Reference
Is there more believers in Religion & Spirituality forum?or more non believers? Answer: Count me is as believer.	Society and Culture
how do i look at some ones elses web page? Answer: new?	Business and Finance
y does my windows media player only play thru one channel on my headphones when all other pc players work fine Answer: adjust the balance control on the equalizer	Computers and Internet
List of UK accredited universities? Answer: UCAS (Universities and Colleges Admission Services) supervises undergarduate admission into Uk colleges and universities. Youll find a list at their website http://www.ucas.ac.uk  You may also find a list at Yahoo! uk.dir.yahoo.com/Regional/Countries/.../Colleges_and_Universities   Happy adventure	Education and Reference
Do you think england have any chance of winning today? Answer: sorry puddles.. were unlucky and the manager is dull..and when he's gone mclarren will take over as mr dull... Mclarren was boros last boss and if ya seen boro play you'd know what were in store for..	Sports
Who makes ABLA fashions for men? Answer: You mean people wear those 80s  white jumpsuits and big turtlenecks. I mean who wants to dress as a 70s/ 80s Swedish pop group anyway??	Society and Culture
what is the most embarrassing thing you have ever done??? Answer: When I was about 5 I begged and pleaded with my uncle to drive his go-cart around in this parking lot. I told him that I knew I could handle it..  He said this is the gas and this is the brake. Do not hit them at the same time.  First thing I do (with my cousin Brian hanging on the side) is jam them as hard and as far as I can go. Now the thing is JAMMING around the parking lot at full speed with no ability to stop.  My grandpa stood in front of me for a second with his hands out like he could magically make me stop. Totally hilarious.  My poor cousin Brian's knee was totally bouncing on the ground so he tore the heck out of his new courderoy pants and tore up his knee.  My sister described the sound of my voice as AAAAAAAAaaaa hhhhh..   As I got further away I sounded less loud.  I almost hit a telephone pole..  Finally I stalled it out in this field with melons in it.. Sheesh... what a goof.  I'm amazed that I didn't take my poor grandfather out.	Entertainment and Music
My GTA has sped up and I can't reverse it help? Answer: Remove the game. delete the folder and any remaining registry entries. then reinstall.	Computers and Internet
are you going to vote today and if so democrat or republican...? Answer: I will vote for the person who I think will make positive changes that effect me.  Coach	Entertainment and Music
LiL J0HN LYRiCS? Answer: http://azlyrics.com/	Entertainment and Music
I can't find my only set of car keys. We have to drive 100 miles in the morning to the dr.? Answer: sucks to be you.	Society and Culture
What was Newton's first law in Psyhics? Answer: An object at rest tends to stay at rest and an object in motion tends to stay in motion with the same speed and in the same direction unless acted upon by an unbalanced force.	Education and Reference
What is the scientific basis of hiccups? Any definite cure/prevention? -nector_lion? Answer: Drink at least 1-2 glass of water. works every time!!	Health
research a report on the nonviolent by Gandi in India + How Gandi principles and work influence Dr.King.? Answer: read those articles: http://en.wikipedia.org/wiki/Ghandi  http://en.wikipedia.org/wiki/Non-violence	Education and Reference
hey i asked few questions and i got 3 replys but how can i see the answers.i cliked my Q&A but it is not givin Answer: go to your e-mail and they should send you one telling you your questions have been answered or that you have a certain amount of days or time before it is deleted from the questionaire list.	Business and Finance
Would you want to be inside the Universal Studios earthquake simulator when the real one hits Los Angeles? Answer: I've been through a few and that's definitely NOT where I'd want to be in an earthquake.	Society and Culture
do u believe? Answer: With something like 100 Billion stars in our galaxy alone the odds are very good that there is some other kind of life out there somewhere.	Science and Mathematics
brad and angelina? Answer: I doubt it. He was most likely with her every moment possible. Who would want to get it on with a very pregnant woman?	Entertainment and Music
What is the surface area of a plastic gallon milk jug? Answer: It plastic too.	Science and Mathematics
Boring so boring? Answer: I hate soccer too. But shhhh... don't tell anyone!!!	Sports
What's the best way to promote a Christian book? Answer: Just like a regular book - find a publisher who will do it for you.  You won't be able to drop by a book store and try to sell it to them	Society and Culture
whas that a red card?? Answer: Yes the U.S. deserved it and Germany is going to win the World Cup. GO GERMANY!!!!!!!!!!!!!!!!!!!!!!!!!	Sports
When we execute Saddam? Answer: I don't think forward thinking is really their strong point now is it???	Politics and Government
effects of raising gasoline price? Answer: well it's going to cost more to move things in trucks that run on diesel so expect everything to go up in price  eventually if prices keep going up it's giong to screw up the economy.  certain industries won't be able to compete without access to cheap fuel.  the uS agriculture is really going to take a number.  retail also relies on cheap transport.  we might see gas prices high enough that we simple can no longer afford luxuries like fresh fruits and vegetables transported on trucks and conveniences like driving to the corner store for a gallon of milk.  in the long run we'll  have to go back to moving things on train and canal which is really going to screw things up.	Education and Reference
does GOD CHAnNEL really show god's stuff.....????? Answer: Is technology/TV of God or is it apple satan stuff?	Society and Culture
What is the most scariest thing that ever happened to you? Answer: That is scary mines when I fell outta a building and I survived :)	Science and Mathematics
stomach ache? Answer: fast matabolism	Health
should we lower our flags with the passing of Casper Weinberger? Answer: No not uless the President instructs congress to do so. If it does happen please remeber to take the flag all the way to the top then lower it down and when taking down take the flag back to the top and then take it down. this done because the American flag never stop in the middle it must all ways be brought to the top.	Politics and Government
Who is ION ILIESCU? Answer: ion iliescu is a former president of romania serve two terms .1990 to 1996 and 2000 to 2004.	Politics and Government
The highest degree in Freemasonry? Answer: 33rd (Shrine)	Education and Reference
Do you ever feel like the “savage” and want to help people open their eyes? Answer: Thats true. But for the poor epsilons even the soma did no help.	Society and Culture
What is your definition of love? Answer: someone that  doenst  notice  you for  the  way you  look  he  notices  you for  your  persanality  someone  that  always wants to  be  by  your  side and  never let you go  someone  that  will  protect  you nomatter the  setuation someone  that  only  worships  and adores  you someonethat  only  thinks your  buetiful.	Family and Relationships
how many peppers DID PETER PECKER PICK? Answer: peter PECKER??!!! i thought it was pepper...  muahaha	Entertainment and Music
what relieves a migraine? Answer: turn off the lights in your bathroom and take a bath as hot as you can stand it. this works excelent for me. but sometimes if i dont stay in the tub long enough  my headache will come back. stay away from lights and tv. and do not sit in front of your computer. sitting in front of your computer will make the headache worse from making your eyes adjust to the small screen and the light from the monitor doesnt help either.	Health
How to activate MS/office assist? Answer: You can go to Help drop down menu and select Activate Office Assistant'. If this does not work then press F1 and search for Office Assistant. One of the search results will explain on how to activate or hide office assistant.	Computers and Internet
Will Churches go back to Churchy stuff now? Answer: My own opinion?  I think they should stick to the gospel and preach about Jesus.  This is what they are supposed to do and leave politics to the politicians.	Society and Culture
what is the heaviest yet smallest (in mass) object in the world? Answer: Uranium	Science and Mathematics
what are the 1970's politics? Answer: Try this site:  http://en.wikipedia.org/wiki/1970s	Family and Relationships
is there anyone in WISCONSIN in the range of 14-17? Answer: No! Wisconsin is a teen free State	Family and Relationships
PLEASE HELP! friend loss virginity bled and still is period is in 3 dys could it be that? PLEASE HELP!? Answer: your right it's probably just her period comming early	Health
Are there places where a person can test products and be paid if so what are they? Answer: There's test and vote - an online survey site where you may get sent things to test. It also has surveys regularly. You earn points that you can then exchange for amazon vouchers.	Education and Reference
How do I get MySpace to delete an account? Answer: Read the Terms of Service to see if there's anything on there that would warrant the account being closed: http://collect.myspace.com/misc/terms.html?z=1&Mytoken=B01B7BA5-13C6-8FE8-7A4B119006949A6382620515  There's a section on Reporting Abuse on the MySpace help pages: http://collect.myspace.com/index.cfm?fuseaction=misc.faq&MyToken=427952ba-ea23-4e0e-8adb-22bf5afd326b	Computers and Internet
What 2 tv shows are your Favorite?? Answer: Lost and Studio 60	Entertainment and Music
I am looking for a picture or icon to copy for my son's second birthday. Where can I find this? Answer: try going to google.com and typing in 'birthday' for Images.  there's tons of birthday graphics.	Business and Finance
Could Hiddink revive russian national team? Answer: I don't think so..but I mean who knows? I don't think we Russians are very good at football xD! But we are very good in other things... = D!	Sports
how good is the TATA INSTITUTE OF FUNDAMENTAL RESEARCH...Please give me its rating? Answer: IT IS VERY GOOD INSTITUTE  IN INDIA	Education and Reference
can anyone tell me what my sign libra is? Answer: 	Family and Relationships
What is the longest word in English language without any affixes? Answer: pneumonoultramicroscopicsilicovolcanoconiosis  A lung disease	Education and Reference
how would someone check there email while I am signed in? Answer: open up a different (new)  browser window and have him use it	Computers and Internet
subtitute for peptone or peptide? Answer: Not quite sure what the question is. Peptone is a component of growth media. Peptides are oligomers of amino acids. Peptone is a protein/amino acid source and would contain peptides.	Science and Mathematics
What are the sources of enduring class inequality in American society? Answer: ever drive through a ghetto?	Society and Culture
does any body know which team will win the english FA premiere league at the end? Answer: Chelsea they are so far ahead although they are not playing too well just now they are 9 points ahead of man utd with 7 games left	Sports
what would the effect be on plants if i replace the water it gets with soda? Answer: the change in pH from the acid would wreak havoc on the cell walls in the plant starting with the roots.  Also the high amount of sugar may cause the water in the plant to go into the soda and cause a loss of turgor pressure.	Science and Mathematics
How do I find a valid work at home job ? Answer: Sign up for Mystery Shopping or Merchandising jobs. Go to www.volition.com and click on get paid for shopping. You will be able to apply directly with companies that are looking for shoppers in your area. I have been doing this the past 4 years and it is an excellent and fun way to make extra money. You can even go into their forums and find jobs too.   These companies are reliable companies that do not charge you anything to apply or get listings of jobs. The ones that make you pay money will just give you the names of companies that are on this list.	Business and Finance
Your views on giving donation to get your child admitted in a good school? Answer: How about the child who want's to go to princeton = one of the most prestigeous schools in America - I think it's an excellent school and i really want to go - plus i have family over there.	Education and Reference
What's the name of that song from the movie Daredevil? -? Answer: I am 100 percent sure that song is called Top of the Morinig to 'ya. Its by a great one hit wonder band from Ireland called House of Pain.	Entertainment and Music
who is your favorite 90s artist and what is your favorite song they sung? Answer: Matchbox Twenty- Bent	Entertainment and Music
what kind of picture should I put up on my room? Answer: beach pictures.	Business and Finance
why did the jews have to go to consetration camps? Answer: hitler sent them there. he thought jews were an inferior race and they neede to be terminated. he thought of them like cockroaches that were infecting germany.	Education and Reference
whats the storage space on the standard ipod shuffle? Answer: 	Computers and Internet
lakers or the mimi heats? Answer: The Lakers are better.	Sports
where can various rocks be found? Answer: In various places!	Science and Mathematics
Can you tell me something i dont know? Answer: I have a belly button.	Entertainment and Music
who wants to call me? Answer: wat >>>>> @ )( @	Family and Relationships
how do i find out what texas county an address is in? Is there a website to help? Answer: http://txdot.lib.utexas.edu/  This link shows you the counties and you might be able to do the search from there.  Good Luck.	Politics and Government
arion adela? Answer: What?	Education and Reference
Will the Mets come close or win the World Series? Answer: Of course they will! All they need to do is slide past the Phillies and the Braves for a seat in the playoffs.	Sports
Current postal address for David Giler? Answer: 12121 Wilshire Bvld Los Angeles ca 90025	Entertainment and Music
i am dizzy when i get sinusitis first time infected? Answer: Yes that could be a reaction to sinusitis.  Hope you are taking antibiotics?	Health
how to enjoy every moment of life? Answer: Live in the  Now and Here.	Health
Is it a good idea to rebuild at ground zero? Answer: Doesn't matter. Knock it down we will build another. If we don't it's like saying they won.	Politics and Government
How would you collect the ransom from a kidnapping? Answer: Find a big rubbish bin (dumpster type) and a wall with a hole in it. Cut a flap in the back of the bin & place the bin over the hole. Get them to make the 'drop' into the bin. Sneak up on the other side of the wall & remove the bag.	Business and Finance
(MEN ONLY) What you think if you can marry 2 wives  or more? Answer: (not a man).. I personally would ask if you were a mormon. Mormons practiced polygamy. It is against the law. I feel that if you marry someone that is the only one you should be doing anything with. If I ever found out..wow..money...money...money...lol.... I would divorce your behind so fast you would not know what hit you.  You got to be a swinger....LOL...LL.	Family and Relationships
Can a music file which I burn in to the cd be removed cause all programs say it's an unerasable cd.? Answer: NO. If you did not want it on the CD you should have made that deletion choice before writing the CD. Unerasable means it can not be taken off.	Computers and Internet
would you still like a person who never even paid any attention to you but looked at you in ways? Answer: Ummmm ya you might want to lol..... Im a guy who has been doing that to a girl right now.  I think she knows I like her but I dont know.  Im the person who looked at her in ways by the way.	Family and Relationships
Which hugely popular band is highly over-rated? Answer: I don't get what the big deal is about Aerosmith. All the songs sound the same and have the same quitar chords and breaks. They are incredibly unoriginal and their only hit in the past two decades was written by someone else.	Business and Finance
how can I be a prgrammer? Answer: http://www.programmingtutorials.com/ click the link above to learn programming	Computers and Internet
if your an adult and you like guns n' roses whats your age? Answer: 27	Society and Culture
Who are the world's best environmentally friendly clothing companies? Answer: In Africa and Austrialia.  The companies that make those fig leaf garments for the tribesman.	Business and Finance
Junk mails??? Answer: Junk mails are those which r mostly from online advertising/web marketing sites....  Who sents it and how? Basically they get our Id from some linked sites wherein we have subscribed or smtimes through spywares/spam emails which we open. Mostly they get it from the subscriptions we make when we create an online account in any website/email site. Though mostly used for online marketing...somtimes r used by hackers for malicious activities too....  Why they go to Bulk folders? Coz bulk folder contains all the mails which are addressed to more than one individual...hence as these mails are meant for online marketing/spamming it contains multiple addresees.  And above all Junk is a term what we give to a mail which we found is not useful for us but it may not be junk for somone who is relate to it....  Hence it totally depends upon individual perceptions...	Computers and Internet
who do u think iz goin 2 win da game da calverliers or da pistion!!!!!!!!!!!!!!1? Answer: da pistons.. i mean u have to give the cavs their welll deserved respect that came out and didnt give up and won... but there is no way in hell that they will win the series. the pistons are too well rounded to let a team like the cavs beat them.. no disrespect to any cavs fan.. but i mean come on the pistons can beat u from anywhere on the floor thats how good they are.. so the pistons will win the series.. and to add more on top of that.. home court advantage.. the cavs dont have a chance	Sports
when does olympic figure skating start? Answer: It already has. Check your local TV listings for time and station.	Sports
how can you defend your self against nunchaku? Answer: How about with a 9mm?  A long wooden staff would work too.	Sports
why not offer to be the leaders of all of america north and south the whole continent? Answer: You are talking about is a Continental government.  Not going to happen.  Capitalism demands fences and borders.	Politics and Government
Are Michigan fans sad tonight? Answer: They'll sleep it off.  Tomorrow's Sunday.	Sports
Why do they throw squid or octopus onto the ice in hockey? Answer: its a good meal after the hockey game	Sports
have you ever seen a dromedary drama queen? Answer: I am living it and wanna quit	Entertainment and Music
i have msn as my email provider? Answer: do you have MSN live?  if so it tells you when you login  and right below your name on top  i never seen it not say it	Computers and Internet
tell me about Sharon.? Answer: http://www.jewishvirtuallibrary.org/jsource/biography/sharon.html	Politics and Government
Find the Area of the entire circle? Answer: 1.28.26 ft2 2. 39.24 in2	Education and Reference
Whos more important TO the world? WOMEN or MEN? Answer: Both are. They create balance and both have their pros and cons.  Men: -Sexual oriented -Start wars -Violent -dirty -dangerous -more likely to do drugs -absorved into stupid interests  women -drama queens -they always want commitment no matter wether there is love or not -cannot get along with other women -self obsessed with their looks -rational -not violent -bad drivers	Society and Culture
do you know...what are three bones that have a styloid process? Answer: The temporal bone of the skull and the radius and ulna of the lower arm all have styloid processes	Education and Reference
Whats the difference between Sherriffs/deputies and normal cops? Answer: Normal cops are under the employ of Anytown USA whereas deputies are under the employ of a county in the US.	Politics and Government
what do u thingk about steroids good or bad? Answer: they are not good	Business and Finance
how many people signed the declaration of independance were slaveholders and how were they? Answer: I think they all were.    Yes including George Washington.	Politics and Government
At what time were you born? Answer: 7:21 am	Society and Culture
do you know of any practice pharmacology questions? Answer: any and all dr. apprevations like bid=twice a day tid 3 timesa day qd once a day qid 4 times a day	Science and Mathematics
Milk Problem? Answer: P = total cost p = price per quart q = # of quarts c = constant price   3.09 = 4p + c c = 3.09 - 4p  1.65 = 2p + c 1.65 = 2p + (3.09 - 4p) 1.65 - 3.09 = 2p - 4p -1.44 = -2p p = .72  3.09 = 4(.72) + c c = 3.09 - 2.88 c = .21  P = .72q + .21  What you are forgetting is that there can be a base constant price to which the variable price is added.  That constant being c.	Science and Mathematics
If the foundation of christianity were to crumble right now.....? Answer: I am all for giving credit where credit is due.  Julie wins!	Society and Culture
Is playing a video game ever like meditation? Answer: kinda to me	Health
what are your dreams;the thing you really want out of life? Answer: Eva Mendes and a life in Hollywood's movie making. That's all I want. =p	Business and Finance
What are the top 10 Draft Picks of tomorrow's NFL Draft going to be? Answer: 1.williams 2.bush 3.Young 4.D'Brick 5.Hawk 6.Vernon Davis 7.Michael Huff 8.Brodrick Bunkley 9.Matt Leinart 10th Ernie Sims	Sports
where can i find abercrombie wallpaper? Answer: http://search.yahoo.com/search?fr=ks&p=abercrombie+wallpaper	Business and Finance
itunes account? Answer: 	Computers and Internet
What B-word is defined in How to Talk Basketball as a bad shot that “usually hits the backboard with a thunk Answer: brick is the trivia answer	Sports
What is the meaning of: Stay On Your Toes? Answer: stay aware of your surroundings	Business and Finance
Are cinema halls suitable for sex????????????? Answer: I really dont understand how a girl with respect for her self will allow that to happen but if she does then go for it	Family and Relationships
what can u give fosterparents 4 always being there just something 2 say thanks! show how much u apreciate them Answer: I think it should be something personal and something that will last.  Maybe one special photo framed and then a scrap book or photo album that reflects all the good things that you think about when you think of them.	Family and Relationships
where is the lighting capital of the world? Answer: Paris http://en.wikipedia.org/wiki/Paris	Education and Reference
what does a womans vagina look like? Answer: Go ask you dad!	Business and Finance
How do you tell your parents that you are suffering from depression? Answer: the best way is to just go up and tell which ever parent you feel the most comfortable talking to.  the best thing that you could do to help with the depression is to see a professional.  i am bi-polar and i was ashamed and upset for a good many years that i didnt have to be.  after i sought professional help it was not long after that that i felt like a whole new person.  i have to take medicine but it is like night and day from how i used to be.  please talk to your parents and let them know what is going on so that they can help you.	Health
how do you pronounce the word ocarina? Answer: its pronounced okk-are-eenuh	Education and Reference
probation question? Answer: as a veteran of probation the PO has wide discretion.Talk to him/her...be sober. that was always a problem 4 me.ive been off probation for 15 yrs	Politics and Government
Is it correct to say in English: Are you agree with this statement?? Answer: No   Do you agree with this statement?.	Education and Reference
If you over take the last person then you'll  be..........? Answer: The Overtaker.	Business and Finance
What does GOP stand for? Answer: G-Dubya's Occultist Party or G-Dubya's Omnipotent Paradox  -Colourgirlie ^_^.	Politics and Government
Does K-fed should stay with Sean preston and jayden james? Answer: Are you losing sleep over this?	Entertainment and Music
can you solve this without Hopital? without it please? Answer: dear arman! we have answered you 1 day ago! go to this link pls! http://answers.yahoo.com/question/index;_ylt=AsJam1C0Y3pv_6RPYaoA7OcjzKIX?qid=20061122202433AAsWjBk	Science and Mathematics
a friend has throat cancer that has spread to his lympth system.  What is his prognosis? Answer: Only God knows for sure. Your friend needs lots of prayers.  God Bless!	Health
Why do some people take obviously fun questions so so seriously? Answer: Because they have no sense of humor.	Society and Culture
Im gonna ask this girl out im gonna play a song called balladina i wana give her a poem first name 1 famous 1? Answer: 	Family and Relationships
what determines the speed of a computer? Answer: The microprocessor and the clock speed it runs on (it's measured in Hertz).	Computers and Internet
How do you impress girls? Answer: juss be urself dont try to be someone or somtin u aint and like her for more than juss looks and dont be afaid to talk or hang around her wit out being a jerk	Family and Relationships
If a neuron has to be able to regenerate what has to be still intact? Answer: The neuron's soma must be intact and at least some of the neurilemma remains.  Only nerves in the PNS can be regenerated.	Science and Mathematics
Do u think it would be cool IF the U.S.A. team up into one country with Canada!!? Answer: THE US WISHES THEY COULD BE AS GOOD AS CANADIANS IT WILL NEVER HAPPEN!! WE ARE NOT THE SAME AT ALL CANADA IS A FAR BETTER COUNTRY THAN THE US COULD EVER IMAGINE!	Politics and Government
anyone living in a sexless marraige? Answer: i have sex 1 week and yes i feel like it isnt enough being a woman and all but i love my fiance enough not to cheat on him and if i am to the point i cant take it anymore and he doesnt want to make love to me i just take my toy out and use it it wont give y diseases wont tell u no or not to tonite	Family and Relationships
What is the best way to start seducing a girl? Answer: Be honest and talk to her.	Family and Relationships
How to disable Dell's Disc monitoring system? Answer: dear friend the msg ur getting it means the disk inside the hard drive are about to break into pieces.There is no way you can get rid of the msg. You need to replace the hard drive(if still under warranty) or purchase a new one. If you are purchasing new hard drive it should be of seagate/samsung.Everytime you start the comp you see the dell & the msg as press f1 to continue or f2 to run setup.this means the motherboard is detecting hard drive but the disk are about to get break into pieces which help to boot to xp(MBR).Its very sad that ur hard drive is damaged.It doesnot matter if you hit f1 it will boot XP.Until the hard drive breaks into pieces your pc will boot to xp after hitting f1. Solution : replace hard drive	Computers and Internet
is it against the law to fly the confederate flag from tha back of your truck? Answer: No it is NOT.  That is your right.  Why are you asking?  Curious Southerner	Politics and Government
tell me some events related to scientific and literature? Answer: could you be a li'l more specific with your question? do you want scientific literature or discoveries/inventions in science? what are you looking for in literature?	Education and Reference
What is the confusion about frame of reference ? they are only mathematical points.? Answer: Usually a frame of reference is used in special relativity and not in quantum physics. Is that your confusion?	Science and Mathematics
Do you like the show Will & Grace? Who's your favorit character? Answer: Jack and Karen together produce the best lines in the show	Entertainment and Music
how to connect my web sitesite with a small database.? Answer: first you should know what hosting your site is windows or linux in order to put a database on your site? if windows you should write code with asp and put access or ms sql database on your server. if linux you should write php with mysql database search www.hotscripts.com	Computers and Internet
